-128	0
-124	0
-120	0
-116	0
-112	0
-108	0
-104	0
-100	0
-96	0
-92	0
-88	0
-84	0
-80	0
-76	0
-72	0
-68	0
-64	0
-60	0
-56	0.00220251
-52	0.00644999
-48	0.0169932
-44	0.0401517
-40	0.084715
-36	0.158601
-32	0.260921
-28	0.371071
-24	0.442114
-20	0.409581
-16	0.221821
-12	-0.118397
-8	-0.528966
-4	-0.868186
0	-1
4	-0.868186
8	-0.528966
12	-0.118397
16	0.221821
20	0.409581
24	0.442114
28	0.371071
32	0.260921
36	0.158601
40	0.084715
44	0.0401517
48	0.0169932
52	0.00644999
56	0.00220251
60	0
64	0
68	0
72	0
76	0
80	0
84	0
88	0
92	0
96	0
100	0
104	0
108	0
112	0
116	0
120	0
124	0
128	0
