-128	3463.85
-124	-2374.23
-120	3495.55
-116	0.231789
-112	1314.09
-108	4734.59
-104	-3715.25
-100	9678.8
-96	-14232.4
-92	9600.26
-88	-24905.6
-84	18528.7
-80	-37870.4
-76	23501.1
-72	-34185.9
-68	33108.5
-64	-11638.9
-60	95079.6
-56	93708.3
-52	356031
-48	504579
-44	455053
-40	596179
-36	1.01138E+06
-32	1.22399E+06
-28	951000
-24	1.27414E+06
-20	1.56374E+06
-16	2.04638E+06
-12	834483
-8	-2.81569E+06
-4	-7.1547E+06
0	-8.5833E+06
4	-6.65046E+06
8	-2.16527E+06
12	195213
16	2.19352E+06
20	2.47782E+06
24	2.58339E+06
28	1.65356E+06
32	882904
36	-7670.37
40	-98425.4
44	163046
48	283560
52	163096
56	-36570.2
60	-18520.2
64	-129241
68	-31973.3
72	-72383.3
76	32196.5
80	-24809.7
84	37268.3
88	-25586.3
92	15863.3
96	-16839.8
100	13763.1
104	-4487.61
108	8514.29
112	388.522
116	846.14
120	1904.82
124	-2765.93
128	9.88131E-324
